carat,x,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
0.52,5.12,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1120
1.28,6.95,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,6833
0.37,4.67,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,749
0.32,4.38,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,477
0.24,4.03,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,678
1.55,7.38,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,10546
0.31,4.32,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,625
1.09,6.59,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,11888
0.32,4.42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,972
1.51,7.32,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,14165
0.5,5.25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1190
0.9,6.13,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,3387
1.58,7.67,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10934
1.61,7.53,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,10350
0.4,4.77,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1580
0.31,4.32,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,628
1.04,6.52,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8655
1.63,7.57,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7229
1.7,7.51,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,14860
1.22,6.84,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,6062
1.01,6.48,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,6613
0.31,4.39,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,949
0.5,5.06,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1237
0.72,5.72,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,2868
0.33,4.54,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1002
1.07,6.52,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,5108
0.72,5.71,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,2440
0.24,3.99,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,442
1.19,6.82,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4498
0.31,4.35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1034
1.53,7.33,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,10836
0.5,5.04,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1054
0.54,5.25,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1754
0.3,4.32,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,574
0.91,6.05,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2700
2.14,8.25,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,12720
0.42,4.74,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,773
0.41,4.77,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,683
1.0,6.37,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,7177
0.9,6.19,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,4435
0.41,4.78,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1061
1.0,6.56,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4390
0.6,5.55,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1378
1.52,7.39,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,8818
0.32,4.42,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,576
1.08,6.57,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,10052
1.01,6.43,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,6239
1.31,7.06,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11247
0.39,4.6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,648
0.51,5.12,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1656
0.45,5.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1144
0.55,5.29,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1256
0.85,6.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1324
1.0,6.36,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6989
0.37,4.67,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,603
1.04,6.49,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,5070
1.51,7.27,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,7272
0.57,5.37,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,1732
1.0,6.42,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,6272
1.01,6.43,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4017
1.51,7.28,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,14844
0.91,6.15,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,3379
1.7,7.66,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,10337
1.16,6.76,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,8107
0.69,5.58,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2235
0.73,5.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,5154
0.71,5.78,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2552
1.17,6.71,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,7432
0.3,4.33,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,764
0.3,4.34,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1013
2.01,8.01,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,15707
1.2,6.85,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10161
1.6,7.55,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10497
2.18,8.34,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,15850
0.31,4.29,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,625
0.3,4.26,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,447
1.5,7.45,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,11128
1.11,6.67,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,11330
1.01,6.43,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,3801
0.77,5.89,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3176
0.3,4.26,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,394
1.14,6.75,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,6033
0.5,5.11,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1220
0.9,6.3,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3145
0.55,5.28,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1698
1.07,6.56,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,10061
0.55,5.26,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2079
1.0,6.32,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,3789
1.62,7.56,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,14826
1.3,7.02,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,10221
1.51,7.38,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,11480
0.35,4.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,767
0.34,4.46,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,596
0.41,4.76,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1153
1.01,6.33,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,4692
1.06,6.55,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7193
0.31,4.32,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,698
0.5,5.0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,1020
1.04,6.59,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,4892
0.72,5.67,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1914
1.01,6.34,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3823
1.01,6.53,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,4438
1.21,6.89,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,10430
1.02,6.44,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4718
0.37,4.64,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1124
1.51,7.31,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,10020
0.53,5.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2905
0.9,6.13,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,4858
1.03,6.53,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,4545
1.7,7.72,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,15941
0.37,4.67,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,825
0.7,5.49,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2048
0.57,5.37,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1364
0.31,4.43,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,802
0.64,5.59,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,2060
0.31,4.35,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,802
0.3,4.27,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,608
0.72,5.76,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1904
0.43,4.87,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1016
0.32,4.4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1080
0.53,5.24,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1607
0.4,4.8,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1125
0.3,4.26,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,789
1.01,6.45,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,5166
0.63,5.33,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1235
0.51,5.06,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1284
1.05,6.3,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3615
2.01,8.32,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,13387
0.3,4.3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,526
1.0,6.26,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3265
0.9,6.13,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4460
0.3,4.34,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,956
0.41,4.79,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,899
0.3,4.3,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,873
0.91,6.33,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4128
0.52,5.31,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1196
0.31,4.32,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,698
0.3,4.27,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,862
1.65,7.68,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,12225
1.01,6.45,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4497
0.42,4.81,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1103
1.01,6.28,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,4475
0.78,5.87,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4183
0.32,4.44,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1140
1.42,7.17,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,9278
0.39,4.69,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1024
0.73,5.87,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2409
0.8,5.91,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2487
0.82,5.99,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3880
0.5,5.11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1752
0.36,4.53,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,708
1.01,6.35,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4719
0.53,5.26,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1856
0.3,4.22,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,540
1.01,6.34,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,7448
0.31,4.36,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,591
0.25,4.03,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,582
1.01,6.57,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3394
0.41,4.79,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1186
0.23,3.94,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,445
0.44,4.92,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1868
1.56,7.39,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,6716
0.47,5.01,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1400
0.7,5.63,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2116
0.71,5.72,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,2384
1.56,7.4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,6662
1.28,7.08,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,6766
0.4,4.71,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,842
0.3,4.28,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,526
0.9,6.09,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3806
0.3,4.29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,574
0.51,5.22,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1574
1.01,6.34,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6353
1.09,6.74,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5306
1.26,7.05,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,6046
1.26,6.97,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,8959
0.96,6.38,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1739
0.91,6.26,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3414
0.36,4.48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,780
0.55,5.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,1629
0.42,4.8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,847
0.64,5.39,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1141
1.01,6.35,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,4332
0.41,4.77,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1356
1.5,7.34,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,10973
1.5,7.28,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,8427
0.24,3.99,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,449
1.21,6.77,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6025
1.21,6.92,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,5091
0.38,4.68,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,812
0.41,4.73,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,791
1.0,6.59,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,10134
0.3,4.28,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,640
0.72,5.73,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2361
1.51,7.52,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,15253
1.7,7.74,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,8840
0.23,3.96,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,357
0.68,5.8,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1708
0.72,5.85,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,2573
0.41,4.68,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,833
0.41,4.83,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,830
1.2,6.77,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,5975
1.5,7.38,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,14925
1.02,6.56,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4225
0.35,4.53,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,646
1.8,7.79,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,15105
0.72,5.69,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2594
0.6,5.27,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1305
1.0,6.24,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3541
0.41,4.7,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,539
0.5,5.06,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1710
0.34,4.52,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,919
0.3,4.36,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,844
1.54,7.46,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,12308
0.43,4.81,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,905
0.3,4.29,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,532
1.05,6.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7965
0.39,4.71,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,921
1.01,6.51,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3733
0.31,4.43,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,435
0.37,4.54,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,551
0.51,5.12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1882
1.22,6.86,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12081
0.7,5.64,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2504
1.0,6.31,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4125
0.31,4.34,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,457
0.72,5.87,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1579
1.58,7.42,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,9290
1.01,6.42,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,7821
0.42,4.79,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,898
0.77,6.07,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3027
0.9,6.16,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3102
0.43,4.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1000
1.32,6.88,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,5717
1.05,6.48,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4234
0.32,4.53,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,672
0.4,4.67,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1123
1.02,6.52,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6505
1.04,6.47,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,8225
1.21,6.98,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4968
1.65,7.59,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8334
0.64,5.51,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,3541
0.55,5.27,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2132
1.23,6.85,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4986
1.15,6.69,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,10757
1.01,6.44,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12996
0.5,5.1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1966
0.5,4.99,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1035
1.1,6.61,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4733
1.0,6.31,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4573
0.3,4.26,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,605
0.36,4.59,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,689
0.56,5.34,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1837
0.52,5.16,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1689
0.41,4.77,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,964
1.24,6.95,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,8449
1.11,6.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14584
1.64,7.51,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,12779
0.56,5.32,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2081
0.51,5.22,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,1671
0.41,4.84,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1061
0.83,5.99,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2800
0.4,4.69,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,798
1.3,6.9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5269
1.0,6.37,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6535
0.34,4.49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1133
0.9,6.06,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3948
0.32,4.39,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,702
1.15,6.66,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,5935
1.01,6.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10797
1.2,6.81,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,5040
0.5,5.1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1838
0.72,5.69,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,2784
0.31,4.37,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1046
1.57,7.54,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,11575
1.51,7.4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,7534
0.52,5.16,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,1262
1.21,6.88,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,8660
1.04,6.47,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4980
1.05,6.47,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6936
1.02,6.44,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5840
1.07,6.64,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,11019
0.72,5.75,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,3759
1.2,6.68,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4548
0.4,4.78,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,702
1.18,6.8,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,7439
1.51,7.35,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,8067
1.01,6.41,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,10704
1.51,7.34,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,14542
0.7,5.69,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2010
0.32,4.41,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1020
0.28,4.25,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,650
1.27,6.97,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,8705
0.27,4.16,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,470
1.01,6.34,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,4836
0.36,4.57,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,551
0.56,5.35,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1688
0.56,5.31,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1915
0.34,4.45,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,596
0.7,5.75,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2700
1.02,6.45,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5429
1.14,6.79,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,4935
1.21,6.83,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7955
2.01,8.32,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,18027
1.01,6.38,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,7785
0.38,4.66,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,812
0.73,5.74,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2791
0.71,5.72,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2087
0.76,6.05,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1985
0.83,6.17,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,2022
